prodcode,dmdcode,bnfcode,cprd_name,productname,drugsubstance,strength,formulation,route,snomed_code,dm_d_product_description,bnf_name
54982,8283911000001108,0802010G0AACKCK,azathioprine 20mg/5ml oral suspension,Azathioprine 20mg/5ml oral suspension,Azathioprine,4mg/1ml,Oral suspension,Oral,8283911000001108,Azathioprine 20mg/5ml oral suspension,Azathioprine 20mg/5ml oral suspension
58654,428011000001101,0802010G0AAAEAE,azathioprine 50mg tablets (sandoz ltd),Azathioprine 50mg tablets (Sandoz Ltd),Azathioprine,50mg,Tablet,Oral,428011000001101,Azathioprine 50mg tablets (Sandoz Ltd),Azathioprine 50mg tablets
35518,8308411000001102,0802010G0AACHCH,azathioprine 50mg/5ml oral suspension,Azathioprine 50mg/5ml oral suspension,Azathioprine,10mg/1ml,Oral suspension,Oral,8308411000001102,Azathioprine 50mg/5ml oral suspension,Azathioprine 50mg/5ml oral suspension
75698,NA,NA,azathioprine 50mg tablets (phoenix healthcare distribution ltd),NA,NA,NA,NA,NA,NA,NA,NA
72980,8284111000001107,0802010G0AACICI,azathioprine 25mg/5ml oral suspension,Azathioprine 25mg/5ml oral suspension,Azathioprine,5mg/1ml,Oral suspension,Oral,8284111000001107,Azathioprine 25mg/5ml oral suspension,Azathioprine 25mg/5ml oral suspension
68977,15070411000001104,NA,azathioprine 25mg tablets (sigma pharmaceuticals plc),Azathioprine 25mg tablets (Sigma Pharmaceuticals Plc),Azathioprine,25mg,Tablet,Oral,NA,NA,NA
32101,744711000001104,0802010G0AAADAD,azathioprine 25mg tablets (a a h pharmaceuticals ltd),Azathioprine 25mg tablets (A A H Pharmaceuticals Ltd),Azathioprine,25mg,Tablet,Oral,744711000001104,Azathioprine 25mg tablets (A A H Pharmaceuticals Ltd),Azathioprine 25mg tablets
34816,544611000001107,0802010G0AAADAD,azathioprine 25mg tablets (generics (uk) ltd),Azathioprine 25mg tablets (Mylan),Azathioprine,25mg,Tablet,Oral,544611000001107,Azathioprine 25mg tablets (Viatris UK Healthcare Ltd),Azathioprine 25mg tablets
39115,8791311000001100,0802010G0AAAHAH,azathioprine 10mg capsules,Azathioprine 10mg capsules,Azathioprine,10mg,Capsule,Oral,8791311000001100,Azathioprine 10mg capsules,Azathioprine 10mg capsules
51181,8308111000001107,0802010G0AABGBG,azathioprine 60mg/5ml oral solution,Azathioprine 60mg/5ml oral solution,Azathioprine,12mg/1ml,Oral solution,Oral,8308111000001107,Azathioprine 60mg/5ml oral solution,Azathioprine 60mg/5ml oral liquid
571,327070006,0802010G0AAAEAE,azathioprine 50mg tablets,Azathioprine 50mg tablets,Azathioprine,50mg,Tablet,Oral,327070006,Azathioprine 50mg tablets,Azathioprine 50mg tablets
22982,8308511000001103,0802010G0AAAPAP,azathioprine 50mg/5ml oral solution,Azathioprine 50mg/5ml oral solution,Azathioprine,10mg/1ml,Oral solution,Oral,8308511000001103,Azathioprine 50mg/5ml oral solution,Azathioprine 50mg/5ml oral solution
79321,NA,NA,azathioprine 50mg tablets (mawdsley-brooks & company ltd),NA,NA,NA,NA,NA,NA,NA,NA
43077,284711000001102,0802010G0BCAAAD,imuran 25mg tablets (aspen pharma trading ltd),Imuran 25mg tablets (Aspen Pharma Trading Ltd),Azathioprine,25mg,Tablet,Oral,284711000001102,Imuran 25mg tablets (Aspen Pharma Trading Ltd),Imuran 25mg tablets
67421,8282011000001100,0802010G0AACJCJ,azathioprine 100mg/5ml oral suspension,Azathioprine 100mg/5ml oral suspension,Azathioprine,20mg/1ml,Oral suspension,Oral,8282011000001100,Azathioprine 100mg/5ml oral suspension,Azathioprine 100mg/5ml oral suspension
47377,203095001000027100,NA,ciclosporin 25mg capsule (hillcross pharmaceuticals ltd),Ciclosporin 25mg Capsule (Hillcross Pharmaceuticals Ltd),Ciclosporin,25mg,Capsule,Oral,NA,NA,NA
47042,203115001000027100,NA,ciclosporin 100mg capsule (hillcross pharmaceuticals ltd),Ciclosporin 100mg Capsule (Hillcross Pharmaceuticals Ltd),Ciclosporin,100mg,Capsule,Oral,NA,NA,NA
81022,NA,NA,methofill 17.5mg/0.35ml solution for injection pre-filled syringes (accord healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
40281,15518011000001102,1001030U0AABGBG,methotrexate 15mg/0.3ml solution for injection pre-filled syringes,Methotrexate 15mg/0.3ml solution for injection pre-filled syringes,Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intramuscular/Intravenous,15518011000001102,Methotrexate 15mg/0.3ml solution for injection pre-filled syringes,Methotrexate 15mg/0.3ml inj pre-filled syringes
80397,NA,NA,methofill 10mg/0.2ml solution for injection pre-filled syringes (accord healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
40284,15513711000001106,1001030U0BEAHBG,metoject 15mg/0.3ml solution for injection pre-filled syringes (medac uk),Metoject 15mg/0.3ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intramuscular/Intravenous,15513711000001106,Metoject 15mg/0.3ml solution for injection pre-filled syringes (medac UK),Metoject 15mg/0.3ml inj pre-filled syringes
40293,15514011000001106,1001030U0BEAJBI,metoject 25mg/0.5ml solution for injection pre-filled syringes (medac uk),Metoject 25mg/0.5ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,50mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,15514011000001106,Metoject 25mg/0.5ml solution for injection pre-filled syringes (medac UK),Metoject 25mg/0.5ml inj pre-filled syringes
46129,19231511000001104,NA,methotrexate 22.5mg/0.45ml solution for injection pre-filled syringes,Methotrexate 22.5mg/0.45ml solution for injection pre-filled syringes,Methotrexate sodium,50mg/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,NA,NA,NA
80285,NA,NA,methofill 12.5mg/0.25ml solution for injection pre-filled syringes (accord healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
46265,19225111000001100,NA,metoject 17.5mg/0.35ml solution for injection pre-filled syringes (medac uk),Metoject 17.5mg/0.35ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intramuscular/Intravenous,NA,NA,NA
40371,15517911000001104,1001030U0AABFBF,methotrexate 10mg/0.2ml solution for injection pre-filled syringes,Methotrexate 10mg/0.2ml solution for injection pre-filled syringes,Methotrexate sodium,50mg/1ml,Solution for injection,Intravenous/Subcutaneous/Intramuscular,15517911000001104,Methotrexate 10mg/0.2ml solution for injection pre-filled syringes,Methotrexate 10mg/0.2ml inj pre-filled syringes
50950,18208411000001104,NA,metoject 30mg/0.6ml solution for injection pre-filled syringes (medac uk),Metoject 30mg/0.6ml solution for injection pre-filled syringes (medac UK),Methotrexate,50mg/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,NA,NA,NA
46197,19225411000001104,NA,metoject 22.5mg/0.45ml solution for injection pre-filled syringes (medac uk),Metoject 22.5mg/0.45ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,50mg/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,NA,NA,NA
40301,15518311000001104,1001030U0AABEBE,methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes,Methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes,Methotrexate sodium,50mg/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,15518311000001104,Methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes,Methotrexate 7.5mg/0.15ml inj pre-filled syringes
80123,NA,NA,methofill 20mg/0.4ml solution for injection pre-filled syringes (accord healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
44908,18245711000001104,1001030U0AABJBJ,methotrexate 30mg/0.6ml solution for injection pre-filled syringes,Methotrexate 30mg/0.6ml solution for injection pre-filled syringes,Methotrexate,50mg/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,18245711000001104,Methotrexate 30mg/0.6ml solution for injection pre-filled syringes,Methotrexate 30mg/0.6ml inj pre-filled syringes
40273,15518111000001100,NA,methotrexate 20mg/0.4ml solution for injection pre-filled syringes,Methotrexate 20mg/0.4ml solution for injection pre-filled syringes,Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intravenous/Intramuscular,NA,NA,NA
46152,19231311000001104,1001030U0AABKBK,methotrexate 12.5mg/0.25ml solution for injection pre-filled syringes,Methotrexate 12.5mg/0.25ml solution for injection pre-filled syringes,Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intramuscular/Intravenous,19231311000001104,Methotrexate 12.5mg/0.25ml solution for injection pre-filled syringes,Methotrexate 12.5mg/0.25ml inj pre-filled syringes
79572,NA,NA,methofill 15mg/0.3ml solution for injection pre-filled syringes (accord healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
40280,15513111000001104,NA,metoject 7.5mg/0.15ml solution for injection pre-filled syringes (medac uk),Metoject 7.5mg/0.15ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,50mg/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,NA,NA,NA
40328,15518211000001108,NA,methotrexate 25mg/0.5ml solution for injection pre-filled syringes,Methotrexate 25mg/0.5ml solution for injection pre-filled syringes,Methotrexate sodium,50mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,NA,NA,NA
46098,19224611000001108,1001030U0BEALBK,metoject 12.5mg/0.25ml solution for injection pre-filled syringes (medac uk),Metoject 12.5mg/0.25ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intramuscular/Intravenous,19224611000001108,Metoject 12.5mg/0.25ml solution for injection pre-filled syringes (medac UK),Metoject 12.5mg/0.25ml inj pre-filled syringes
40292,15514311000001108,NA,metoject 20mg/0.4ml solution for injection pre-filled syringes (medac uk),Metoject 20mg/0.4ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intravenous/Intramuscular,NA,NA,NA
79557,NA,NA,methofill 25mg/0.5ml solution for injection pre-filled syringes (accord healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
46156,19231411000001104,NA,methotrexate 17.5mg/0.35ml solution for injection pre-filled syringes,Methotrexate 17.5mg/0.35ml solution for injection pre-filled syringes,Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intramuscular/Intravenous,NA,NA,NA
40356,15513411000001100,1001030U0BEAGBF,metoject 10mg/0.2ml solution for injection pre-filled syringes (medac uk),Metoject 10mg/0.2ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,50mg/1ml,Solution for injection,Intravenous/Subcutaneous/Intramuscular,15513411000001100,Metoject 10mg/0.2ml solution for injection pre-filled syringes (medac UK),Metoject 10mg/0.2ml inj pre-filled syringes
57103,19225811000001108,1001030U0BEAPBN,metoject 27.5mg/0.55ml solution for injection pre-filled syringes (medac uk),Metoject 27.5mg/0.55ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intramuscular/Intravenous,19225811000001108,Metoject 27.5mg/0.55ml solution for injection pre-filled syringes (medac UK),Metoject 27.5mg/0.55ml inj pre-filled syringes
59480,17841111000001104,NA,boots cradle cap cream from birth (the boots company plc),Boots Cradle Cap cream from Birth (The Boots Company Plc),Almond oil/Wool fat,50mg/1gram + 10mg/1gram,Cream,Cutaneous,NA,NA,NA
48580,17844011000001100,NA,almond oil 5% / lanolin anhydrous 1% cream,Almond oil 5% / Lanolin anhydrous 1% cream,Almond oil/Wool fat,50mg/1gram + 10mg/1gram,Cream,Cutaneous,NA,NA,NA
41167,NA,NA,e45 dry scalp shampoo (reckitt benckiser healthcare (uk) ltd),NA,NA,NA,NA,NA,NA,NA,NA
9845,NA,NA,oilatum scalp treatment shampoo (glaxosmithkline consumer healthcare),NA,NA,NA,NA,NA,NA,NA,NA
66435,NA,NA,generic oilatum scalp treatment shampoo,NA,NA,NA,NA,NA,NA,NA,NA
45049,7566911000001101,1302010U0AAASAS,urea 5% shampoo,Urea 5% shampoo,Urea,50mg/1gram,Shampoo,Cutaneous,7566911000001101,Urea 5% shampoo,Urea 5% shampoo
65284,NA,NA,aveeno skin relief soothing shampoo (johnson & johnson ltd),NA,NA,NA,NA,NA,NA,NA,NA
56032,22198811000001100,1302010U0BGAJAW,eucerin dermocapillaire calming urea scalp treatment (beiersdorf uk ltd),Eucerin DermoCapillaire Calming urea scalp treatment (Beiersdorf UK Ltd),Urea,50mg/1gram,Liquid,Cutaneous,22198811000001100,Eucerin DermoCapillaire Calming urea scalp treatment (Beiersdorf UK Ltd),Eucerin DermoCapillaire Calming urea scalp treatment
57495,22214311000001104,NA,urea 5% scalp application,Urea 5% scalp application,Urea,50mg/1gram,Liquid,Cutaneous,NA,NA,NA
77600,NA,NA,essential fatty acids esterified scalp moisturiser,NA,NA,NA,NA,NA,NA,NA,NA
67750,NA,NA,generic oilatum scalp intensive treatment shampoo,NA,NA,NA,NA,NA,NA,NA,NA
44563,7550611000001100,1302010U0BGAGAS,eucerin dermocapillaire calming urea shampoo (beiersdorf uk ltd),Eucerin DermoCapillaire Calming urea shampoo (Beiersdorf UK Ltd),Urea,50mg/1gram,Shampoo,Cutaneous,7550611000001100,Eucerin DermoCapillaire Calming urea shampoo (Beiersdorf UK Ltd),Eucerin DermoCapillaire Calming urea shampoo
11005,NA,NA,imuderm shampoo (goldshield pharmaceuticals ltd),NA,NA,NA,NA,NA,NA,NA,NA
15319,NA,NA,cetomacrogol emulsifying wax,NA,NA,NA,NA,NA,NA,NA,NA
34155,NA,NA,cetomacrogol creaam,NA,NA,NA,NA,NA,NA,NA,NA
28832,NA,NA,wool alcohols vehicle base,NA,NA,NA,NA,NA,NA,NA,NA
6258,NA,NA,white paraffin ointment bp,NA,NA,NA,NA,NA,NA,NA,NA
79592,NA,NA,remedy barrier moisturising cream 2ml sachets msce92534pk (medline industries ltd),NA,NA,NA,NA,NA,NA,NA,NA
79581,NA,NA,remedy barrier moisturising cream (medline industries ltd),NA,NA,NA,NA,NA,NA,NA,NA
30812,91035001000027100,NA,white soft paraffin - base plate (lapgap),White soft paraffin - base plate (Lapgap),White soft paraffin,1mg/1mg,Ointment,Cutaneous,NA,NA,NA
550,54075001000027104,NA,lanolin ointment (adams healthcare),Lanolin Ointment (Adams Healthcare),Wool fat,350mg/1gram,Ointment,Cutaneous,NA,NA,NA
10992,68895001000027104,NA,petroleum base (a a h pharmaceuticals ltd),Petroleum Base (A A H Pharmaceuticals Ltd),White soft paraffin,1mg/1mg,Ointment,Cutaneous,NA,NA,NA
34131,17375001000027100,NA,white soft paraffin gel (thornton & ross ltd),White soft paraffin gel (Thornton & Ross Ltd),White soft paraffin,1mg/1mg,Ointment,Cutaneous,NA,NA,NA
731,NA,NA,lanolin ointment,NA,NA,NA,NA,NA,NA,NA,NA
4108,NA,NA,cetomacrogol emulsifying ointment,NA,NA,NA,NA,NA,NA,NA,NA
195,54035001000027104,NA,lanolin cream (ayrton saunders ltd),Lanolin Cream (Ayrton Saunders Ltd),Wool fat,350mg/1gram,Ointment,Cutaneous,NA,NA,NA
2118,NA,NA,ultrabase cream (valeant pharmaceuticals ltd),NA,NA,NA,NA,NA,NA,NA,NA
21132,71135001000027104,NA,white soft paraffin - base plate (actavis uk ltd),White soft paraffin - base plate (Actavis UK Ltd),White soft paraffin,1mg/1mg,Ointment,Cutaneous,NA,NA,NA
31730,28645001000027100,NA,white soft paraffin gel (adams healthcare),White soft paraffin gel (Adams Healthcare),White soft paraffin,1mg/1mg,Ointment,Cutaneous,NA,NA,NA
9747,NA,NA,petroleum white jelly,NA,NA,NA,NA,NA,NA,NA,NA
9509,NA,NA,emollient with hydroxybenzoates cream,NA,NA,NA,NA,NA,NA,NA,NA
36713,NA,NA,emollient with hydroxybenzoates lotion,NA,NA,NA,NA,NA,NA,NA,NA
14262,NA,NA,e45 junior foaming bath milk (reckitt benckiser healthcare (uk) ltd),NA,NA,NA,NA,NA,NA,NA,NA
36341,11782011000001104,130201100BBAYAL,qv 10% wash (crawford healthcare ltd),QV 10% wash (Crawford Healthcare Ltd),Glycerol,100mg/1gram,Wash,Cutaneous,11782011000001104,QV 10% wash (Ego Pharmaceuticals),QV 10% wash
36371,11787911000001104,NA,glycerol 10% wash,Glycerol 10% wash,Glycerol,100mg/1gram,Wash,Cutaneous,NA,NA,NA
71762,NA,NA,clinisan emollient skin cleansing foam (vernacare ltd),NA,NA,NA,NA,NA,NA,NA,NA
49161,NA,NA,e45 junior hand & body wash (reckitt benckiser healthcare (uk) ltd),NA,NA,NA,NA,NA,NA,NA,NA
49409,20121811000001104,NA,beclometasone 0.0025% in white soft paraffin,Beclometasone 0.0025% in White soft paraffin,Beclometasone dipropionate,25microgram/1gram,Ointment,Route of administration not applicable,NA,NA,NA
40858,15517311000001100,1304000F0BFAADW,betesil 2.25mg medicated plasters (genus pharmaceuticals ltd),Betesil 2.25mg medicated plasters (Genus Pharmaceuticals Ltd),Betamethasone valerate,2.25mg,Medicated plaster,Cutaneous,15517311000001100,Betesil 2.25mg medicated plasters (Genus Pharmaceuticals Ltd),Betesil 2.25mg medicated plasters (Genus)
1553,547511000001100,1304000F0BBANCE,betnovate-n ointment (chemidex pharma ltd),Betnovate-N ointment (Chemidex Pharma Ltd),Neomycin sulfate/Betamethasone valerate,5mg/1gram + 1mg/1gram,Ointment,Cutaneous,547511000001100,Betnovate-N ointment (Chemidex Pharma Ltd),Betnovate-N ointment
70753,11103011000001102,NA,daktacort cream (waymade healthcare plc),Daktacort 2%/1% cream (Waymade Healthcare Plc),Hydrocortisone/Miconazole nitrate,10mg/1gram + 20mg/1gram,Cream,Cutaneous,11103011000001102,Daktacort 2%/1% cream (Waymade Healthcare Plc),NA
1475,909211000001108,1304000F0BBAMCD,betnovate-c ointment (chemidex pharma ltd),Betnovate-C ointment (Chemidex Pharma Ltd),Clioquinol/Betamethasone valerate,30mg/1gram + 1mg/1gram,Ointment,Cutaneous,909211000001108,Betnovate-C ointment (Chemidex Pharma Ltd),Betnovate-C ointment
1583,547311000001106,1304000F0BBAKCA,betnovate-c cream (chemidex pharma ltd),Betnovate-C cream (Chemidex Pharma Ltd),Clioquinol/Betamethasone valerate,30mg/1gram + 1mg/1gram,Cream,Cutaneous,547311000001106,Betnovate-C cream (Chemidex Pharma Ltd),Betnovate-C cream
56464,8823711000001108,1304000H0AACACA,generic trimovate cream,"Clobetasone 0.05% / Oxytetracycline 3% / Nystatin 100,000units/g cream",Clobetasone butyrate/Oxytetracycline calcium/Nystatin,500microgram/1gram + 30mg/1gram + 100000unit/1gram,Cream,Cutaneous,8823711000001108,"Clobetasone 0.05% / Oxytetracycline 3% / Nystatin 100,000units/g cream","Clobet 0.05%/Oxytetracycline 3% /Nystatin 100,000units/g crm"
5217,35910811000001104,1304000D0AACACA,betamethasone dipropionate 0.064% / clotrimazole 1% cream,Betamethasone dipropionate 0.064% / Clotrimazole 1% cream,Clotrimazole/Betamethasone dipropionate,10mg/1gram + 640microgram/1gram,Cream,Cutaneous,35910811000001104,Betamethasone dipropionate 0.064% / Clotrimazole 1% cream,Betamethasone dipropionate 0.064% / Clotrimazole 1% cream
1533,44811000001106,1304000F0BBALCB,betnovate-n cream (chemidex pharma ltd),Betnovate-N cream (Chemidex Pharma Ltd),Betamethasone valerate/Neomycin sulfate,1mg/1gram + 5mg/1gram,Cream,Cutaneous,44811000001106,Betnovate-N cream (Chemidex Pharma Ltd),Betnovate-N cream
1389,422211000001109,1304000H0BCABCA,trimovate cream (glaxosmithkline uk ltd),Trimovate cream (Ennogen Healthcare Ltd),Clobetasone butyrate/Oxytetracycline calcium/Nystatin,500microgram/1gram + 30mg/1gram + 100000unit/1gram,Cream,Cutaneous,422211000001109,Trimovate cream (Ennogen Healthcare Ltd),Trimovate cream
79529,NA,NA,fucibet cream (mawdsley-brooks & company ltd),NA,NA,NA,NA,NA,NA,NA,NA
71216,33338311000001104,NA,"nystatin 100,000units/g / chlorhexidine acetate 1% / hydrocortisone 1% ointment (typharm ltd)","Nystatin 100,000units/g / Chlorhexidine acetate 1% / Hydrocortisone 1% ointment (Typharm Ltd)",Nystatin/Chlorhexidine acetate/Hydrocortisone,100000unit/1gram + 10mg/1gram + 10mg/1gram,Ointment,Cutaneous,NA,NA,NA
73281,34895411000001108,1304000V0AACNCN,"nystatin 100,000units/g / chlorhexidine acetate 1% / hydrocortisone 1% ointment (a a h pharmaceuticals ltd)","Nystatin 100,000units/g / Chlorhexidine acetate 1% / Hydrocortisone 1% ointment (A A H Pharmaceuticals Ltd)",Nystatin/Chlorhexidine acetate/Hydrocortisone,100000unit/1gram + 10mg/1gram + 10mg/1gram,Ointment,Cutaneous,34895411000001108,"Nystatin 100,000units/g / Chlorhexidine acetate 1% / Hydrocortisone 1% ointment (A A H Pharmaceuticals Ltd)","Nystatin 100,000u/g / Chlorhex acetate 1%/ Hydrocort 1% oint"
62455,3549911000001106,1304000V0AACFCF,generic nystaform hc cream,"Nystatin 100,000units/g / Chlorhexidine hydrochloride 1% / Hydrocortisone 0.5% cream",Hydrocortisone/Nystatin/Chlorhexidine hydrochloride,5mg/1gram + 100000unit/1gram + 10mg/1gram,Cream,Cutaneous,3549911000001106,"Nystatin 100,000units/g / Chlorhexidine hydrochloride 1% / Hydrocortisone 0.5% cream","Nystatin 100,000units/g/Chlorhex Hcl 1% / Hydrocort 0.5% crm"
